Resolution,Site,Year_Month,Total_surface_dic_masked,Mean_k_ddic
0.25,6,2004_8,1391914985849.7278,2.2065611259118674
0.25,8,2004_8,10431397078431.605,1.049409517498261
0.25,18,2004_8,19315376217021.496,0.7363088924616588
0.25,6,2004_9,1157228630220.6714,2.425206414380028
0.25,8,2004_9,7246723378205.605,0.37715978546356754
0.25,18,2004_9,11501178706974.125,0.6431354902940749
0.25,6,2004_10,994369528172.5667,1.9121521991340396
0.25,8,2004_10,6873450765628.497,0.7819374622576838
0.25,18,2004_10,7713896381822.602,0.7644586390812133
0.25,6,2004_11,869417012777.7125,1.8442588978255814
0.25,8,2004_11,6244235479687.154,1.0907279163022312
0.25,18,2004_11,4925822724883.559,0.6097638094579473
0.25,6,2004_12,766826432375.2532,1.0786080236910915
0.25,8,2004_12,4949853218666.38,1.220287429745184
0.25,18,2004_12,3049411567040.792,1.1235214608156765
0.25,6,2005_1,553663389505.9989,1.5309007905022853
0.25,8,2005_1,3938946916235.367,0.84377693148805
0.25,18,2005_1,1407942400904.0808,0.5769942807587274
0.25,6,2005_2,437537519626.0404,1.593525974094123
0.25,8,2005_2,3318847864208.8433,0.6101891419997649
0.25,18,2005_2,811186929348.3602,0.8102738938584682
0.25,6,2005_3,416449190402.38605,2.4126569067505352
0.25,8,2005_3,2892042741663.049,0.740814010666042
0.25,18,2005_3,654751741045.9419,0.7225119630773872
0.25,6,2005_4,482003292564.2472,2.070923644386213
0.25,8,2005_4,2514337293601.419,0.4257320799884963
0.25,18,2005_4,576908388733.2673,0.8591894511390522
0.25,6,2005_5,506488920201.1057,2.352302944629012
0.25,8,2005_5,2172999288449.2107,0.39340284322647495
0.25,18,2005_5,540752218992.9141,0.8781406522720627
0.25,6,2005_6,481516125251.2146,2.525297299917456
0.25,8,2005_6,1994219066607.1147,0.6550599473784883
0.25,18,2005_6,509097832801.11237,0.7485555232316371
0.25,6,2005_7,444471053944.43713,2.6248674923980895
0.25,8,2005_7,1906164799290.6626,0.7031958883702645
0.25,18,2005_7,479697731977.76013,0.9405633406235544
0.25,6,2005_8,403945031487.0322,2.8947722526395707
0.25,8,2005_8,1790951516300.5002,0.7012563621329234
0.25,18,2005_8,451193113972.68994,0.7515099867501729
0.25,6,2005_9,368583403749.2556,1.585392566741816
0.25,8,2005_9,1702994398270.0215,0.737262542318225
0.25,18,2005_9,441307147208.92,0.847106052811056
0.25,6,2005_10,343461821705.88477,1.9797946738767256
0.25,8,2005_10,1638963938716.4006,0.7431706401756879
0.25,18,2005_10,415081212760.5605,0.5036667031754162
0.25,6,2005_11,318950504359.2866,1.5512503166299543
0.25,8,2005_11,1550197196445.3435,0.7673761909940797
0.25,18,2005_11,394146310724.86017,0.8089348257848997
0.25,6,2005_12,264277881736.0582,1.5352004588644104
0.25,8,2005_12,1430627645767.0151,1.2612349794242401
0.25,18,2005_12,375481652142.3839,0.7264645236902318
0.25,6,2006_1,163431187687.8423,1.7222264815191148
0.25,8,2006_1,1286778592984.2144,0.8771651253675335
0.25,18,2006_1,389019051505.94867,0.8034052829195845
0.25,6,2006_2,133046780465.32391,2.0123227819221263
0.25,8,2006_2,1160202196657.0522,0.9035049020842697
0.25,18,2006_2,411106474529.2941,0.8993800171502081
0.25,6,2006_3,128079851692.58456,2.2452950996058694
0.25,8,2006_3,1082980194627.41,0.5667580714039937
0.25,18,2006_3,383189644039.51556,0.8049091314905292
0.25,6,2006_4,156577129843.47675,2.2468429772088983
0.25,8,2006_4,1001004732295.6155,0.44007578216953164
0.25,18,2006_4,323926783370.69244,0.7415368585478168
0.25,6,2006_5,176606811542.34424,2.5772010717129223
0.25,8,2006_5,932142625421.9124,0.4739585695649005
0.25,18,2006_5,307974954055.6577,0.8375443386013813
0.25,6,2006_6,188404883650.41266,2.4816034426246754
0.25,8,2006_6,858784002633.8134,0.5947710247620316
0.25,18,2006_6,282046759398.0281,0.7196089997545871
0.25,6,2006_7,190762130143.42307,2.624288521194367
0.25,8,2006_7,790098898939.4448,0.9001076886630281
0.25,18,2006_7,269188762677.62067,0.9267988922714078
0.25,6,2006_8,185646370294.31934,2.254428486604468
0.25,8,2006_8,729134660957.9109,0.7767434682875362
0.25,18,2006_8,260977896625.24368,0.864282202962914
0.25,6,2006_9,180540928582.6025,3.046314157249361
0.25,8,2006_9,687668727695.4702,0.6217339949553193
0.25,18,2006_9,248711724883.46506,0.6877756307778048
0.25,6,2006_10,171167642549.0142,2.1454810096545933
0.25,8,2006_10,655838612772.2606,0.6789085129973983
0.25,18,2006_10,228218013481.35846,0.7123308318326257
0.25,6,2006_11,161245261743.89566,1.7835813748936573
0.25,8,2006_11,634249998103.2878,0.6724964317671533
0.25,18,2006_11,206129923458.67636,0.6485494067163091
0.25,6,2006_12,133156197082.51045,1.90839438408473
0.25,8,2006_12,605876964458.8055,1.0996817128521585
0.25,18,2006_12,207317664723.1697,0.8269394788294614
0.25,6,2007_1,99378103912.96767,1.9241420352216947
0.25,8,2007_1,566812152571.9081,1.0494890618789663
0.25,18,2007_1,211682295864.36108,0.6002061603342097
0.25,6,2007_2,69641842900.7753,1.9826571677811073
0.25,8,2007_2,538865578875.7147,0.7346226059799105
0.25,18,2007_2,214943262848.45377,0.7724611726273255
0.25,6,2007_3,65509147655.86157,2.7512657689069275
0.25,8,2007_3,506928009275.27594,0.6356749607208748
0.25,18,2007_3,206206601271.84445,1.009528756242733
0.25,6,2007_4,73430855173.37039,2.720983030704585
0.25,8,2007_4,479245095763.59705,0.5614191627060007
0.25,18,2007_4,209047393899.16922,0.7144556849966125
0.25,6,2007_5,86282738955.9634,2.265812352295334
0.25,8,2007_5,435040231806.8624,0.5229951901619989
0.25,18,2007_5,198226132141.04987,0.919693779731595
0.25,6,2007_6,95789591166.65274,2.3021012618131067
0.25,8,2007_6,389965644079.6888,0.5304782237208792
0.25,18,2007_6,184205235463.98734,0.8886645166948888
0.25,6,2007_7,103695537261.42523,2.681228718572905
0.25,8,2007_7,355193876839.53815,0.6675845181011139
0.25,18,2007_7,179703781796.77783,1.2213916973599763
0.25,6,2007_8,108147740021.14146,2.5317008582022087
0.25,8,2007_8,324445890550.9875,0.8304479163192651
0.25,18,2007_8,174267435599.18588,0.9905571991111389
0.25,6,2007_9,110858507353.24756,2.0538434450242655
0.25,8,2007_9,298846571761.6122,0.689441561566786
0.25,18,2007_9,167811046561.0558,0.703176147053573
0.25,6,2007_10,108884510224.30273,2.255193548389017
0.25,8,2007_10,283254034216.0985,0.7463259004712105
0.25,18,2007_10,156488914869.95016,0.669390145057318
0.25,6,2007_11,102207793043.87106,1.9221293118448306
0.25,8,2007_11,271734032367.56674,0.9546266225543589
0.25,18,2007_11,151079997609.98276,0.7099830953362118
0.25,6,2007_12,90026346123.56792,2.1621566583874468
0.25,8,2007_12,263906912250.16803,0.9413699219338179
0.25,18,2007_12,139768025001.47153,0.7953547873352033
1,6,2004_01,14931783521522.596,1.3323923721146718
1,8,2004_01,0.0,0.0
1,18,2004_01,0.0,0.0
1,6,2004_02,17696281672528.453,1.7539254020240476
1,8,2004_02,0.0,0.0
1,18,2004_02,0.0,0.0
1,6,2004_03,8842487081394.434,2.1801757517863787
1,8,2004_03,0.0,0.0
1,18,2004_03,0.0,0.0
1,6,2004_04,5692628005777.36,1.3688078399339734
1,8,2004_04,0.0,0.0
1,18,2004_04,0.0,0.0
1,6,2004_05,3642543310740.7983,1.5443673190345375
1,8,2004_05,0.0,0.0
1,18,2004_05,0.0,0.0
1,6,2004_06,2176892919576.9822,2.4458881243287616
1,8,2004_06,1056992679.8128985,0.9413115132888427
1,18,2004_06,910445272.4325371,0.7805699303424884
1,6,2004_07,1625561394598.1538,2.4528491860337915
1,8,2004_07,10866251045951.844,0.5416981779855591
1,18,2004_07,14870909058203.133,1.0311355354222713
1,6,2004_08,1286786442728.232,2.116217798741239
1,8,2004_08,10788045401470.871,1.0401634610252173
1,18,2004_08,20236882413007.19,0.7086632759792115
1,6,2004_09,1076671616082.8567,2.4378648520250352
1,8,2004_09,7432583084324.963,0.41025538934733136
1,18,2004_09,11707548567224.77,0.6049549310598843
1,6,2004_10,924855834998.9933,1.8114786547464685
1,8,2004_10,6956669950183.257,0.7530933088986582
1,18,2004_10,7234685200515.861,0.7085908942158428
1,6,2004_11,834590514426.0714,1.851447043747289
1,8,2004_11,6173172658387.363,1.0218432059086653
1,18,2004_11,4348454321274.621,0.556666718064434
1,6,2004_12,705285879171.7987,1.0782889634737707
1,8,2004_12,5071719415944.549,1.1141374113500253
1,18,2004_12,2623204944051.4497,1.0047420672721834
1,6,2005_01,467595637317.8945,1.4504911880877076
1,8,2005_01,4004689245796.9106,0.8162420214385291
1,18,2005_01,1458278889079.7925,0.5121554736982032
1,6,2005_02,365817935686.9241,1.6743799530921275
1,8,2005_02,3380129391113.329,0.5805433442369061
1,18,2005_02,896070106491.2336,0.7530141197675013
1,6,2005_03,355043927133.8766,2.3461631968486274
1,8,2005_03,3040898516051.563,0.7090006765837149
1,18,2005_03,655071571137.1597,0.6295103396655606
1,6,2005_04,437548061299.77966,2.2115190581825295
1,8,2005_04,2760313109002.579,0.4072361956777238
1,18,2005_04,533649470256.5821,0.7203010178371474
1,6,2005_05,484323299519.12225,2.3509733021584807
1,8,2005_05,2379939675905.46,0.32494607132433717
1,18,2005_05,458240249465.42316,0.7249938729953501
1,6,2005_06,472354572040.5902,2.4354474679242553
1,8,2005_06,2050437666803.5679,0.5734994694314268
1,18,2005_06,398380878882.62537,0.6360075461110571
1,6,2005_07,454287670428.99756,2.697210454391665
1,8,2005_07,1882417530697.864,0.6409602664946957
1,18,2005_07,364407537090.8975,0.7352764969149583
1,6,2005_08,431359898497.9311,3.0567292103678994
1,8,2005_08,1704542499592.4531,0.684836313101056
1,18,2005_08,348569251620.4717,0.6018556648307832
1,6,2005_09,405754330701.65405,1.7508765999577736
1,8,2005_09,1578253971463.7776,0.6776558865168807
1,18,2005_09,368611248420.7558,0.6357102003878924
1,6,2005_10,381756711686.98804,2.1477900407197743
1,8,2005_10,1509085266633.2568,0.5569366632929504
1,18,2005_10,387926804852.7814,0.44846785766540426
1,6,2005_11,353776266418.5543,1.6454699639629728
1,8,2005_11,1431006542327.7837,0.6166690039343492
1,18,2005_11,411708099912.4217,0.7032528202198278
1,6,2005_12,273693665085.42993,1.615387567187407
1,8,2005_12,1368252637556.792,1.081216528977594
1,18,2005_12,400267132832.3803,0.7434718861403337
1,6,2006_01,156509070150.8553,1.9298611169484587
1,8,2006_01,1243081284165.5112,0.8183954697200959
1,18,2006_01,379425954225.1646,0.6294238556351375
1,6,2006_02,125860214537.20425,2.2756401523278607
1,8,2006_02,1128007641829.3933,0.8855975483531545
1,18,2006_02,373491964619.63275,0.6972203755640124
1,6,2006_03,117921217643.16711,2.364883837812389
1,8,2006_03,1044731438293.9932,0.5525159673268683
1,18,2006_03,335441398040.2833,0.6990549932522292
1,6,2006_04,141973094013.50204,2.4111500511464583
1,8,2006_04,966832230608.231,0.42390360748820793
1,18,2006_04,283104482361.2558,0.5515481274516492
1,6,2006_05,173340648002.0833,2.8772451959871503
1,8,2006_05,897825533006.9285,0.47641778359811193
1,18,2006_05,246930396157.73645,0.728807095629629
1,6,2006_06,198715343320.5086,2.5593706834066414
1,8,2006_06,816569113641.3579,0.5967933812689431
1,18,2006_06,212200557687.57855,0.6037226649115291
1,6,2006_07,206919042731.14874,2.451939402705048
1,8,2006_07,745085497914.442,0.9124687692443275
1,18,2006_07,185000819206.52808,0.6202381883872601
1,6,2006_08,204257757713.671,2.218335891865232
1,8,2006_08,688849923457.535,0.7670405988880761
1,18,2006_08,181217671209.6099,0.7166385529510965
1,6,2006_09,197071349405.1601,3.0168021475103193
1,8,2006_09,649263307802.7994,0.5907825681751232
1,18,2006_09,184167837464.0358,0.573505333649353
1,6,2006_10,187113546445.03534,2.3182409237144443
1,8,2006_10,611050054543.6101,0.6598800802497897
1,18,2006_10,191004885434.52728,0.6011649884242362
1,6,2006_11,177011431381.93634,1.7494354240994834
1,8,2006_11,586928423251.1129,0.6396482537014225
1,18,2006_11,197237367679.62625,0.5785136290665772
1,6,2006_12,149685061250.47003,1.9181571047063555
1,8,2006_12,575618938037.6187,1.0709977104098338
1,18,2006_12,213675062351.62283,0.6651893510272574
1,6,2007_01,109600100778.08138,1.7967748630843192
1,8,2007_01,547229142382.0526,1.0458959961006689
1,18,2007_01,218826172827.10406,0.5322409020726018
1,6,2007_02,77926027776.02487,2.016823872269741
1,8,2007_02,511863462639.0926,0.7011701895798139
1,18,2007_02,214940558280.14374,0.6767311817617111
1,6,2007_03,69832049735.92377,2.704679494163816
1,8,2007_03,483427083698.9086,0.6041323677289969
1,18,2007_03,201277809929.19485,0.8418995262468179
1,6,2007_04,78934061615.85524,2.7623581080023234
1,8,2007_04,461365769805.40497,0.5434144256239825
1,18,2007_04,184101501920.91632,0.5594942290644789
1,6,2007_05,96311393849.44751,2.356105657401219
1,8,2007_05,427435717907.0834,0.5054631961687223
1,18,2007_05,155986008633.19873,0.7433636181088686
1,6,2007_06,106383604034.56642,2.1196405033211145
1,8,2007_06,388987808568.9052,0.5450585186773841
1,18,2007_06,131468122438.22984,0.6247889562022363
1,6,2007_07,116270108947.66563,2.5228429317422725
1,8,2007_07,359108047919.8442,0.7065184914139417
1,18,2007_07,118054301605.8272,0.8152833535677453
1,6,2007_08,122585350702.16931,2.4894110521393173
1,8,2007_08,331312778064.1283,0.8628063067144082
1,18,2007_08,112704760897.2387,0.6986390433614623
1,6,2007_09,123650485918.80453,2.0570305431268725
1,8,2007_09,307381619682.4109,0.6802194758042004
1,18,2007_09,115575462984.77855,0.5669648573649594
1,6,2007_10,121137941703.10138,2.10919947859462
1,8,2007_10,291702422006.2861,0.7239987698589933
1,18,2007_10,119655251864.80359,0.6383204690570293
1,6,2007_11,112922942664.48515,1.7464671753788756
1,8,2007_11,278234577251.95,0.9546456934578762
1,18,2007_11,132000020914.72774,0.8037633353322328
1,6,2007_12,100944340280.03574,2.6203616706644084
1,8,2007_12,272286986856.2543,0.9321526723210625
1,18,2007_12,135998328942.46092,0.7708819915073034
0.1,3,2004_01,0.0,0.0
0.1,13,2004_01,15462963158451.686,1.2286031028797877
0.1,21,2004_01,0.0,0.0
0.1,3,2004_02,0.0,0.0
0.1,13,2004_02,13200347318998.65,1.7721607664883061
0.1,21,2004_02,0.0,0.0
0.1,3,2004_03,0.0,0.0
0.1,13,2004_03,3557073883640.4487,2.9164034903100795
0.1,21,2004_03,0.0,0.0
0.1,3,2004_04,0.0,0.0
0.1,13,2004_04,1390220885191.3582,2.3844826038922196
0.1,21,2004_04,0.0,0.0
0.1,3,2004_05,0.0,0.0
0.1,13,2004_05,888009450096.8823,3.5957030747930054
0.1,21,2004_05,0.0,0.0
0.1,3,2004_06,9835075.841785531,1.0826068982384376
0.1,13,2004_06,697009263755.188,2.479161953410312
0.1,21,2004_06,11586983.971662141,0.6120186633700739
0.1,3,2004_07,6733154683539.845,0.9755334190166323
0.1,13,2004_07,594289603307.2592,2.328182637194444
0.1,21,2004_07,16546679147485.34,0.49222980693169616
0.1,3,2004_08,9092936651702.943,1.0717988020050213
0.1,13,2004_08,579569386144.971,2.250353635191737
0.1,21,2004_08,16564873178415.178,0.5279444179913741
0.1,3,2004_09,7001077943120.905,0.8950649074583623
0.1,13,2004_09,527271148698.0558,1.7628325932590696
0.1,21,2004_09,10414531011838.375,0.8847791893274546
0.1,3,2004_10,5500080662762.382,0.8995478538518453
0.1,13,2004_10,463632338301.21246,2.603959096386452
0.1,21,2004_10,6328603845285.0625,0.8072770522775938
0.1,3,2004_11,4493520788419.174,0.8225487117054876
0.1,13,2004_11,391253573595.45825,2.1165467822420623
0.1,21,2004_11,4041306717719.8516,0.9353954250198074
0.1,3,2004_12,3549779328807.4463,1.029061056965653
0.1,13,2004_12,229238620704.39136,1.6429766232941647
0.1,21,2004_12,2529613727675.522,1.0521534735228444
0.1,3,2005_01,2799457250371.187,0.7992354606911483
0.1,13,2005_01,95800598206.81326,1.0791691785955742
0.1,21,2005_01,1681134685670.3765,1.1801161379941023
0.1,3,2005_02,2512248150970.625,1.0844275001519288
0.1,13,2005_02,72917413142.56656,2.1609852174999467
0.1,21,2005_02,1075911558565.5298,1.3281462913306519
0.1,3,2005_03,2121166974770.852,1.0262303764169498
0.1,13,2005_03,81062416070.62405,2.2500704776350715
0.1,21,2005_03,795216319190.4073,1.4792773129532852
0.1,3,2005_04,1756732370074.5269,1.0351478672304029
0.1,13,2005_04,109465860511.55849,3.168419527850447
0.1,21,2005_04,623828309185.227,1.0112582719917247
0.1,3,2005_05,1461496403855.9314,0.7351044673211898
0.1,13,2005_05,173111819052.21042,2.3498725241091245
0.1,21,2005_05,509406702495.3103,0.7660668011929996
0.1,3,2005_06,1231037735112.7004,0.9332928118116266
0.1,13,2005_06,231540001418.61398,2.6762469353312373
0.1,21,2005_06,400836084589.5076,0.6564998723444619
0.1,3,2005_07,1065002176111.2882,1.0285605851615003
0.1,13,2005_07,255501832834.73328,2.003239575659948
0.1,21,2005_07,291603349844.8248,0.4992456179810491
0.1,3,2005_08,923793951361.2596,0.705808541736339
0.1,13,2005_08,263255050912.4254,1.9636617438060424
0.1,21,2005_08,233139295626.6308,0.5434358939340761
0.1,3,2005_09,829089677376.9937,0.9844192037744594
0.1,13,2005_09,283004384430.05927,1.6015396864719382
0.1,21,2005_09,219051470311.92352,0.8988991781307668
0.1,3,2005_10,814867244814.2495,0.9916696157497915
0.1,13,2005_10,294941314111.8754,1.307865424069521
0.1,21,2005_10,233286792241.29745,1.171205341181412
0.1,3,2005_11,829423283139.6973,0.8662141767134638
0.1,13,2005_11,293996110387.0151,1.3164267049587535
0.1,21,2005_11,279423193241.644,1.1910390548829988
0.1,3,2005_12,881774620881.6736,0.7972558456786297
0.1,13,2005_12,220970329916.6289,1.3415329117505204
0.1,21,2005_12,330050085746.3287,1.1387657249603254
0.1,3,2006_01,933311671179.3109,1.175497449550084
0.1,13,2006_01,138277836898.09482,1.0880605466843427
0.1,21,2006_01,352615226564.5457,1.386304794000622
0.1,3,2006_02,919694696375.1586,1.0457851818630568
0.1,13,2006_02,114902011433.5093,1.042666710144301
0.1,21,2006_02,364781908994.53174,1.3335648453012188
0.1,3,2006_03,842145874545.296,0.857638025691271
0.1,13,2006_03,116814409964.32207,1.6898647808220988
0.1,21,2006_03,362173975133.01886,1.4532602781830934
0.1,3,2006_04,745728579644.8765,1.0396703191900203
0.1,13,2006_04,158039301593.9866,1.928748050217914
0.1,21,2006_04,328184731521.64325,0.8973869495889509
0.1,3,2006_05,630027520559.7644,0.8500627279191011
0.1,13,2006_05,199132121823.15112,1.7587334137967494
0.1,21,2006_05,276161203118.40735,0.8103344971058694
0.1,3,2006_06,504645852106.67706,0.8495965547454325
0.1,13,2006_06,213648525040.3015,1.528691843639205
0.1,21,2006_06,213340982376.65158,0.696210651699343
0.1,3,2006_07,440959021734.4573,0.9425759406684668
0.1,13,2006_07,231834363657.27542,2.0892817529560204
0.1,21,2006_07,161885707477.70407,0.650971436105716
0.1,3,2006_08,398330223298.8527,0.7928697358649612
0.1,13,2006_08,228592338070.8784,1.6198257649635492
0.1,21,2006_08,129944086343.40555,0.6557699137010341
0.1,3,2006_09,381022387972.3002,0.6417911617023682
0.1,13,2006_09,233676556498.75027,1.709707470059449
0.1,21,2006_09,131613802396.33334,0.9680917650727241
0.1,3,2006_10,403274095660.74493,0.8395146069926731
0.1,13,2006_10,244523007226.99118,1.6059857123421133
0.1,21,2006_10,155704633486.6226,1.045660466943587
0.1,3,2006_11,428787379057.0518,0.7784146328812546
0.1,13,2006_11,254406624103.7228,1.4139889241611026
0.1,21,2006_11,187443862236.5002,1.3865316986008807
0.1,3,2006_12,474817350156.9907,1.0173050854465264
0.1,13,2006_12,244005999946.66678,0.9018820589866919
0.1,21,2006_12,228464364433.57263,1.5992144317137902
0.1,3,2007_01,513658808869.8572,1.120359257544552
0.1,13,2007_01,191651410622.82138,1.1538661513814796
0.1,21,2007_01,252096214747.90857,1.5035563980215545
0.1,3,2007_02,534922615518.5835,0.8610020501534663
0.1,13,2007_02,152795495331.93265,0.8314529562300808
0.1,21,2007_02,271099983533.4378,1.6703362299467226
0.1,3,2007_03,495064516815.32794,0.8098753391824147
0.1,13,2007_03,165727199295.13455,1.345506846840006
0.1,21,2007_03,259844026413.67725,1.2725123355614165
0.1,3,2007_04,448322369783.05194,0.827007603214618
0.1,13,2007_04,180478102003.2196,1.1375534956456512
0.1,21,2007_04,240302304297.8317,0.9538517186621412
0.1,3,2007_05,393990895543.1514,0.6191297007099494
0.1,13,2007_05,195038056518.09073,1.0222155754094862
0.1,21,2007_05,201434816713.99048,0.8741481937717355
0.1,3,2007_06,347531440950.3227,0.6895236895536039
0.1,13,2007_06,202112031249.5605,1.099695272928734
0.1,21,2007_06,161190418948.99072,0.6827216117014059
0.1,3,2007_07,343310525763.5323,0.7363183050014606
0.1,13,2007_07,209387457389.0909,1.5986961845541112
0.1,21,2007_07,122741204832.7588,0.6667593476242127
0.1,3,2007_08,341922125460.67896,0.7292022547472199
0.1,13,2007_08,213213871938.80176,1.4205973731008485
0.1,21,2007_08,102268390499.96951,0.7320160386297693
0.1,3,2007_09,342670304002.2471,0.7327619414585583
0.1,13,2007_09,219476959377.3291,1.5509134441816759
0.1,21,2007_09,97860094139.04143,0.7976702434564688
0.1,3,2007_10,351576221653.59625,0.7955843982646095
0.1,13,2007_10,220546950535.27426,1.7322991651161388
0.1,21,2007_10,108163261104.98943,1.016407780523437
0.1,3,2007_11,353402692009.4298,0.905043734987012
0.1,13,2007_11,210275695738.4851,1.1179917164021644
0.1,21,2007_11,132375325779.08618,1.107425027697921
0.1,3,2007_12,358544857084.59656,0.9968392480057247
0.1,13,2007_12,188362472893.45312,1.2204672172060764
0.1,21,2007_12,164761753579.5005,1.344034706232634
0.25,3,2004_1,0.0,0.0
0.25,13,2004_1,15082217373621.297,1.231104567981057
0.25,21,2004_1,0.0,0.0
0.25,3,2004_2,0.0,0.0
0.25,13,2004_2,13016959092827.506,1.7348022791785827
0.25,21,2004_2,0.0,0.0
0.25,3,2004_3,0.0,0.0
0.25,13,2004_3,3815259749227.26,2.8523868143298716
0.25,21,2004_3,0.0,0.0
0.25,3,2004_4,0.0,0.0
0.25,13,2004_4,1755815639356.4255,2.489253178331007
0.25,21,2004_4,0.0,0.0
0.25,3,2004_5,0.0,0.0
0.25,13,2004_5,1099616550643.1343,3.95298307162372
0.25,21,2004_5,0.0,0.0
0.25,3,2004_6,66198750.38232222,1.0373445350027541
0.25,13,2004_6,826445543217.8412,2.6039785900856685
0.25,21,2004_6,58451585.127122074,0.6048989670220188
0.25,3,2004_7,6804919095894.2,0.9603695462009004
0.25,13,2004_7,661388801810.7925,3.305902742078104
0.25,21,2004_7,14905937704273.11,0.4758205007038431
0.25,3,2004_8,9108118189417.867,1.0538345739160466
0.25,13,2004_8,558241575756.8287,3.146818364091192
0.25,21,2004_8,16130794115120.055,0.5156387445951964
0.25,3,2004_9,7166838019007.862,0.8901050341218334
0.25,13,2004_9,483369700694.05597,2.611942398131706
0.25,21,2004_9,10110390735321.084,0.8976292364730522
0.25,3,2004_10,5629417587873.011,0.8781367246039615
0.25,13,2004_10,425412439597.0757,3.203822308614599
0.25,21,2004_10,6058597448316.4,0.8202955809575967
0.25,3,2004_11,4448406452878.019,0.8095146355033003
0.25,13,2004_11,368813798083.4216,3.165329779073036
0.25,21,2004_11,3721237912617.7227,0.9562137721106861
0.25,3,2004_12,3506640633092.8467,1.021474871733718
0.25,13,2004_12,222878394070.997,2.2748455826711624
0.25,21,2004_12,2435781665665.6235,1.1135445659982088
0.25,3,2005_1,2749142660263.196,0.7072419955984456
0.25,13,2005_1,99778745240.16321,1.2553126397422392
0.25,21,2005_1,1612312342632.2388,1.2541283111007995
0.25,3,2005_2,2462761569169.4634,1.0593861608453357
0.25,13,2005_2,71258495831.76149,2.195332737946087
0.25,21,2005_2,1056763197885.658,1.357719135685233
0.25,3,2005_3,2103317546262.6343,0.9498127974720787
0.25,13,2005_3,93362148573.41705,2.32204800318704
0.25,21,2005_3,746945389708.2543,1.501493389338219
0.25,3,2005_4,1730325082173.4426,1.0612177902709248
0.25,13,2005_4,139249044811.37216,3.3413617796270043
0.25,21,2005_4,587071738981.1047,1.1413739253496422
0.25,3,2005_5,1370533318472.3687,0.7438639733348165
0.25,13,2005_5,189901344873.86243,3.6599708017451027
0.25,21,2005_5,477045294635.39844,0.8257157741080846
0.25,3,2005_6,1153362536955.0276,0.9648366205462141
0.25,13,2005_6,214048854255.13037,2.9298524679970184
0.25,21,2005_6,375263499377.62164,0.6868711972519131
0.25,3,2005_7,989029389275.8696,1.0692778560244345
0.25,13,2005_7,222799663477.56866,2.968629737424755
0.25,21,2005_7,285556010431.58704,0.5172460427751399
0.25,3,2005_8,849650018326.2913,0.7360814744090962
0.25,13,2005_8,230790080605.33484,2.5201880521367004
0.25,21,2005_8,238411799088.98367,0.529008485890852
0.25,3,2005_9,754010731466.2316,1.0269876837749248
0.25,13,2005_9,231103931780.54114,2.2219769026478184
0.25,21,2005_9,218977059405.92575,0.894599919006094
0.25,3,2005_10,719636401952.6936,1.0209757940159485
0.25,13,2005_10,232909221158.93054,1.6452698961670755
0.25,21,2005_10,223472469111.8718,1.1815478150986527
0.25,3,2005_11,736183076036.473,0.8570791553593116
0.25,13,2005_11,225828998108.6895,1.429555545575056
0.25,21,2005_11,262568034732.54767,1.1917156086299237
0.25,3,2005_12,802840884305.977,0.7810994550558853
0.25,13,2005_12,178793568622.76068,0.6780631524537974
0.25,21,2005_12,303195946277.2983,1.2365078126372067
0.25,3,2006_1,882607671836.7654,1.2344633911328762
0.25,13,2006_1,109372348897.14656,1.1494944021745215
0.25,21,2006_1,324931833970.0873,1.6319291217749394
0.25,3,2006_2,869304373722.9137,1.01930495877841
0.25,13,2006_2,82671806986.8624,1.7045192378914962
0.25,21,2006_2,337147678289.595,1.6252694317977776
0.25,3,2006_3,798439801558.9088,0.8451672600104037
0.25,13,2006_3,89054985050.98387,2.264491250035875
0.25,21,2006_3,335925626057.15533,1.6598650709859086
0.25,3,2006_4,705325386836.3483,1.0760958735716526
0.25,13,2006_4,119417481876.66382,2.8364593715231523
0.25,21,2006_4,300645965374.47955,0.9990944979024943
0.25,3,2006_5,586768479535.6135,0.8449596765435705
0.25,13,2006_5,159856977707.41663,2.7036036767702614
0.25,21,2006_5,248181934879.73187,0.9468869628120546
0.25,3,2006_6,473539699066.48065,0.8729729539237002
0.25,13,2006_6,180132174707.86075,2.3109253683557336
0.25,21,2006_6,188276472417.1019,0.7390709981412449
0.25,3,2006_7,409554678660.6493,0.96011969564749
0.25,13,2006_7,183486372586.58282,1.9102013162082727
0.25,21,2006_7,137484978464.73212,0.726079629341839
0.25,3,2006_8,357906008320.69977,0.7864578304282195
0.25,13,2006_8,176939513062.63306,3.729646836437923
0.25,21,2006_8,111607578956.78331,0.6879324422282465
0.25,3,2006_9,333270713869.6648,0.6310496262142962
0.25,13,2006_9,170652191765.904,2.0600790108638596
0.25,21,2006_9,115515876220.23079,0.9555102748973758
0.25,3,2006_10,347633107054.3245,0.8255672439235787
0.25,13,2006_10,166027882681.39673,1.769326694386146
0.25,21,2006_10,136520628603.55737,1.049247574267011
0.25,3,2006_11,360573944816.9573,0.8083355171385008
0.25,13,2006_11,156724319502.15088,2.089449868386091
0.25,21,2006_11,162155721996.79678,1.4769850135739002
0.25,3,2006_12,404156725292.0133,1.0630987238990772
0.25,13,2006_12,121132455416.52057,1.2922190039005532
0.25,21,2006_12,197774169092.1742,1.9133304264414939
0.25,3,2007_1,445985653958.3734,1.1562958692734202
