Resolution,Site,Year_Month,Total_surface_dic_masked,MeanTemp,MeanTemp_whole_mask_no_weighted
1,7,2006_02,100955546897.5076,19.788309699045726,23.424615478515648
1,12,2006_02,179268805558.99442,-0.05189344426190701,4.206231689453148
1,4,2006_03,786624978750.2883,25.962482720848755,11.908288574218773
1,7,2006_03,82193487082.44514,20.22183523991248,23.430413818359398
1,12,2006_03,172904059167.3708,-0.8884069784209032,3.6842895507812727
1,4,2006_04,717627009999.635,26.32032858980483,12.193170166015648
1,7,2006_04,78214773957.36182,18.875834508434252,23.205712890625023
1,12,2006_04,192904807139.24634,-1.564809460147444,2.7985168457031477
1,4,2006_05,642086341506.75,26.775233086917012,12.843652343750023
1,7,2006_05,76737628059.83969,17.92556855437192,22.875939941406273
1,12,2006_05,226834075688.94214,-1.7807548405436933,2.0601440429687727
1,4,2006_06,580901468917.2375,27.293294028025343,13.837091064453148
1,7,2006_06,85073761387.74925,16.918677122938675,22.318231201171898
1,12,2006_06,242726943729.0652,-1.8204777387932154,1.5106445312500227
1,4,2006_07,539448299896.10486,27.494839067638054,15.038262939453148
1,7,2006_07,92707543776.82603,16.33484627387378,21.739770507812523
1,12,2006_07,250110284047.7084,-1.824205349504041,1.1792541503906477
1,4,2006_08,503915064619.2322,27.718898430636443,15.683160400390648
1,7,2006_08,103677235755.70467,16.0032348476048,21.430993652343773
1,12,2006_08,244077141938.7596,-1.8195806489530923,0.9777465820312727
1,4,2006_09,488164142013.04285,27.698368131267614,15.210931396484398
